id,name,firstname,age,birth_date,nationality,height,weight,injured,league,team,season,games_appearances,games_lineups,games_minutes,games_position
29,J. Oblak,,30,,,,,False,La Liga,Atletico Madrid,2022,28.0,28.0,2493.0,Goalkeeper
29,J. Oblak,,30,,,,,False,Copa del Rey,Atletico Madrid,2022,5.0,5.0,480.0,Goalkeeper
29,J. Oblak,,30,,,,,False,UEFA Champions League,Atletico Madrid,2022,5.0,5.0,450.0,Goalkeeper
29,J. Oblak,,30,,,,,False,Friendlies Clubs,Atletico Madrid,2022,4.0,4.0,272.0,Goalkeeper
56,A. Griezmann,,32,,,,,False,La Liga,Atletico Madrid,2022,38.0,31.0,2861.0,Attacker
56,A. Griezmann,,32,,,,,False,Copa del Rey,Atletico Madrid,2022,4.0,4.0,360.0,Attacker
56,A. Griezmann,,32,,,,,False,UEFA Champions League,Atletico Madrid,2022,6.0,4.0,406.0,Attacker
56,A. Griezmann,,32,,,,,False,Friendlies Clubs,Atletico Madrid,2022,4.0,1.0,188.0,Attacker
199,Šime Vrsaljko,Šime,30,1992-01-10,Croatia,181 cm,76 kg,False,Club Friendlies,Atletico Madrid,2022,0.0,0.0,0.0,Defender
926,G. Kondogbia,,30,,,,,False,La Liga,Atletico Madrid,2022,20.0,10.0,999.0,Midfielder
926,G. Kondogbia,,30,,,,,False,Copa del Rey,Atletico Madrid,2022,4.0,1.0,165.0,Midfielder
926,G. Kondogbia,,30,,,,,False,UEFA Champions League,Atletico Madrid,2022,3.0,2.0,224.0,Midfielder
926,G. Kondogbia,,30,,,,,False,Friendlies Clubs,Atletico Madrid,2022,5.0,3.0,222.0,Midfielder
932,D. Wass,,34,,,,,False,Friendlies Clubs,Atletico Madrid,2022,4.0,2.0,161.0,Midfielder
41595,I. Šaponjić,Ivan,26,1997-08-02,Serbia,190 cm,86 kg,False,Friendlies Clubs,Atletico Madrid,2022,0.0,0.0,0.0,Attacker
119218,Joan Rojas,Joan,23,2000-01-14,Spain,185 cm,,False,Friendlies Clubs,Atletico Madrid,2022,0.0,0.0,0.0,Defender
162545,Manu Lama,Manuel,22,2001-02-12,Spain,192 cm,82 kg,False,Friendlies Clubs,Atletico Madrid,2022,0.0,0.0,0.0,Defender
163212,Christian Gómez,Christian,23,2000-05-18,Spain,187 cm,,False,Friendlies Clubs,Atletico Madrid,2022,0.0,0.0,0.0,Goalkeeper
