id,name,firstname,age,birth_date,nationality,height,weight,injured,league,team,season,games_appearances,games_lineups,games_minutes,games_position
132,Guillem Jaime,Guillem,24,1999-01-06,Spain,177 cm,70 kg,False,Friendlies Clubs,Barcelona,2022,0.0,0.0,0.0,Defender
136,Piqué,Gerard,35,1987-02-02,Spain,194 cm,85 kg,False,La Liga,Barcelona,2022,6.0,4.0,382.0,Defender
136,Piqué,Gerard,35,1987-02-02,Spain,194 cm,85 kg,False,UEFA Champions League,Barcelona,2022,4.0,2.0,256.0,Defender
136,Piqué,Gerard,35,1987-02-02,Spain,194 cm,85 kg,False,Club Friendlies,Barcelona,2022,4.0,1.0,157.0,Defender
147,Philippe Coutinho,Philippe,31,1992-06-12,Brazil,172 cm,68 kg,False,Friendlies Clubs,Barcelona,2022,0.0,0.0,0.0,Midfielder
153,O. Dembélé,,26,,,,,False,La Liga,Barcelona,2022,25.0,16.0,1415.0,Attacker
153,O. Dembélé,,26,,,,,False,Copa del Rey,Barcelona,2022,2.0,2.0,189.0,Attacker
153,O. Dembélé,,26,,,,,False,UEFA Europa League,Barcelona,2022,0.0,0.0,0.0,Attacker
153,O. Dembélé,,26,,,,,False,UEFA Champions League,Barcelona,2022,6.0,5.0,415.0,Attacker
153,O. Dembélé,,26,,,,,False,Friendlies Clubs,Barcelona,2022,4.0,2.0,169.0,Attacker
256,Dani Alves,Daniel,40,1983-05-06,Brazil,172 cm,70 kg,False,Club Friendlies,Barcelona,2022,0.0,0.0,0.0,Defender
872,M. Pjanić,Miralem,33,1990-04-02,Bosnia and Herzegovina,178 cm,72 kg,False,La Liga,Barcelona,2022,0.0,0.0,0.0,Midfielder
872,M. Pjanić,Miralem,33,1990-04-02,Bosnia and Herzegovina,178 cm,72 kg,False,UEFA Champions League,Barcelona,2022,0.0,0.0,0.0,Midfielder
872,M. Pjanić,Miralem,33,1990-04-02,Bosnia and Herzegovina,178 cm,72 kg,False,Friendlies Clubs,Barcelona,2022,4.0,0.0,135.0,Midfielder
2737,M. Braithwaite,Martin,32,1991-06-05,Denmark,180 cm,77 kg,False,La Liga,Barcelona,2022,0.0,0.0,0.0,Attacker
2737,M. Braithwaite,Martin,32,1991-06-05,Denmark,180 cm,77 kg,False,Friendlies Clubs,Barcelona,2022,0.0,0.0,0.0,Attacker
46725,R. Manaj,Rey,26,1997-02-24,Albania,182 cm,76 kg,False,Club Friendlies,Barcelona,2022,0.0,0.0,0.0,Attacker
46725,R. Manaj,Rey,26,1997-02-24,Albania,182 cm,76 kg,False,Friendlies Clubs,Barcelona,2022,0.0,0.0,0.0,Attacker
135775,Ansu Fati,,21,,,,,False,La Liga,Barcelona,2022,36.0,12.0,1380.0,Attacker
135775,Ansu Fati,,21,,,,,False,Copa del Rey,Barcelona,2022,5.0,0.0,134.0,Attacker
135775,Ansu Fati,,21,,,,,False,UEFA Europa League,Barcelona,2022,2.0,0.0,38.0,Attacker
135775,Ansu Fati,,21,,,,,False,UEFA Champions League,Barcelona,2022,6.0,2.0,239.0,Attacker
135775,Ansu Fati,,21,,,,,False,Friendlies Clubs,Barcelona,2022,6.0,2.0,255.0,Attacker
162474,Jandro Orellana,Alejandro,23,2000-08-07,Spain,177 cm,63 kg,False,Friendlies Clubs,Barcelona,2022,0.0,0.0,0.0,Midfielder
163466,L. Carević,Lazar,24,1999-03-16,Montenegro,193 cm,85 kg,False,Friendlies Clubs,Barcelona,2022,0.0,0.0,0.0,Goalkeeper
182165,Antonio Aranda,Antonio José,23,2000-10-07,Spain,175 cm,62 kg,False,Friendlies Clubs,Barcelona,2022,1.0,0.0,44.0,Midfielder
294797,Ángel Alarcón,Ángel,19,2004-05-15,Spain,"
    ","
    ",False,La Liga,Barcelona,2022,3.0,0.0,22.0,Attacker
294797,Ángel Alarcón,Ángel,19,2004-05-15,Spain,"
    ","
    ",False,Copa del Rey,Barcelona,2022,1.0,0.0,10.0,Attacker
294797,Ángel Alarcón,Ángel,19,2004-05-15,Spain,"
    ","
    ",False,UEFA Europa League,Barcelona,2022,0.0,0.0,0.0,Attacker
319841,Fabio Blanco,Fabio,19,2004-02-18,Spain,179 cm,71 kg,False,Friendlies Clubs,Barcelona,2022,1.0,0.0,17.0,Attacker
336555,Estanis Pedrola,Estanislau,20,2003-08-24,Spain,185 cm,,False,La Liga,Barcelona,2022,0.0,0.0,0.0,Attacker
336555,Estanis Pedrola,Estanislau,20,2003-08-24,Spain,185 cm,,False,Copa del Rey,Barcelona,2022,0.0,0.0,0.0,Attacker
336555,Estanis Pedrola,Estanislau,20,2003-08-24,Spain,185 cm,,False,Friendlies Clubs,Barcelona,2022,0.0,0.0,0.0,Attacker
336560,Álex Valle,Álex,19,2004-04-25,Spain,,,False,UEFA Champions League,Barcelona,2022,0.0,0.0,0.0,Defender
336560,Álex Valle,Álex,19,2004-04-25,Spain,,,False,Friendlies Clubs,Barcelona,2022,1.0,1.0,90.0,Defender
371912,Dani Rodríguez,Daniel,18,2005-08-09,Spain,,,False,La Liga,Barcelona,2022,0.0,0.0,0.0,Midfielder
386828,Lamine Yamal,Lamine,16,2007-07-13,Spain,180 cm,,False,La Liga,Barcelona,2022,1.0,0.0,7.0,Attacker
386859,Héctor Fort,Héctor,17,2006-08-02,Spain,,,False,La Liga,Barcelona,2022,,,,Defender
396630,Pau Prim,Pau,17,2006-02-22,Spain,179 cm,,False,La Liga,Barcelona,2022,0.0,0.0,0.0,Midfielder
