id,name,firstname,age,birth_date,nationality,height,weight,injured,league,team,season,games_appearances,games_lineups,games_minutes,games_position,total_minutes,reason,tiempo_lesion_2,tiempo_lesion,numero_lesiones_jugador
132,Guillem Jaime,Guillem,21,1999-01-06 00:00:00.000000,Spain,177 cm,70 kg,False,La Liga,Barcelona,2021,0,0,0,Defender,30,,,,
132,Guillem Jaime,Guillem,21,1999-01-06 00:00:00.000000,Spain,177 cm,70 kg,False,Copa del Rey,Barcelona,2021,0,0,0,Defender,30,,,,
132,Guillem Jaime,Guillem,21,1999-01-06 00:00:00.000000,Spain,177 cm,70 kg,False,Club Friendlies,Barcelona,2021,1,0,30,Defender,30,,,,
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,La Liga,Barcelona,2021,27,25,2096,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,La Liga,Barcelona,2021,27,25,2096,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,La Liga,Barcelona,2021,27,25,2096,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,La Liga,Barcelona,2021,27,25,2096,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,La Liga,Barcelona,2021,27,25,2096,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,La Liga,Barcelona,2021,27,25,2096,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,La Liga,Barcelona,2021,27,25,2096,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,La Liga,Barcelona,2021,27,25,2096,Defender,2849,Leg Injury,12.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,La Liga,Barcelona,2021,27,25,2096,Defender,2849,Leg Injury,12.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,La Liga,Barcelona,2021,27,25,2096,Defender,2849,Calf Injury,8.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Copa del Rey,Barcelona,2021,2,1,164,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Copa del Rey,Barcelona,2021,2,1,164,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Copa del Rey,Barcelona,2021,2,1,164,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Copa del Rey,Barcelona,2021,2,1,164,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Copa del Rey,Barcelona,2021,2,1,164,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Copa del Rey,Barcelona,2021,2,1,164,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Copa del Rey,Barcelona,2021,2,1,164,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Copa del Rey,Barcelona,2021,2,1,164,Defender,2849,Leg Injury,12.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Copa del Rey,Barcelona,2021,2,1,164,Defender,2849,Leg Injury,12.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Copa del Rey,Barcelona,2021,2,1,164,Defender,2849,Calf Injury,8.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Europa League,Barcelona,2021,5,4,328,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Europa League,Barcelona,2021,5,4,328,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Europa League,Barcelona,2021,5,4,328,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Europa League,Barcelona,2021,5,4,328,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Europa League,Barcelona,2021,5,4,328,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Europa League,Barcelona,2021,5,4,328,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Europa League,Barcelona,2021,5,4,328,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Europa League,Barcelona,2021,5,4,328,Defender,2849,Leg Injury,12.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Europa League,Barcelona,2021,5,4,328,Defender,2849,Leg Injury,12.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Europa League,Barcelona,2021,5,4,328,Defender,2849,Calf Injury,8.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Champions League,Barcelona,2021,5,5,393,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Champions League,Barcelona,2021,5,5,393,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Champions League,Barcelona,2021,5,5,393,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Champions League,Barcelona,2021,5,5,393,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Champions League,Barcelona,2021,5,5,393,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Champions League,Barcelona,2021,5,5,393,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Champions League,Barcelona,2021,5,5,393,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Champions League,Barcelona,2021,5,5,393,Defender,2849,Leg Injury,12.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Champions League,Barcelona,2021,5,5,393,Defender,2849,Leg Injury,12.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,UEFA Champions League,Barcelona,2021,5,5,393,Defender,2849,Calf Injury,8.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Club Friendlies,Barcelona,2021,3,3,196,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Club Friendlies,Barcelona,2021,3,3,196,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Club Friendlies,Barcelona,2021,3,3,196,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Club Friendlies,Barcelona,2021,3,3,196,Defender,2849,Groin Injury,4.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Club Friendlies,Barcelona,2021,3,3,196,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Club Friendlies,Barcelona,2021,3,3,196,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Club Friendlies,Barcelona,2021,3,3,196,Defender,2849,Muscle Injury,40.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Club Friendlies,Barcelona,2021,3,3,196,Defender,2849,Leg Injury,12.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Club Friendlies,Barcelona,2021,3,3,196,Defender,2849,Leg Injury,12.0,266 days,4.0
136,Piqué,Gerard,33,1987-02-02 00:00:00.000000,Spain,194 cm,85 kg,True,Club Friendlies,Barcelona,2021,3,3,196,Defender,2849,Calf Injury,8.0,266 days,4.0
138,J. Todibo,,-2,2023-12-06 14:07:33.297368,,,,False,Club Friendlies,Barcelona,2021,0,0,0,Defender,0,,,,
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,La Liga,Barcelona,2021,1,1,90,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
139,S. Umtiti,Samuel Yves,27,1993-11-14 00:00:00.000000,France,182 cm,75 kg,True,Copa del Rey,Barcelona,2021,0,0,0,Defender,200,Injury,23.0,246 days,1.0
